ward,date,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_12,cases_roll_3,cases_roll_6,rain_lag_1,rain_3m_lag,rainy_days_lag_1,heavy_rain_days_lag_1,tmax_lag_1,tmin_lag_1,humidity_lag_1,oni_lag_1,month_sin,month_cos,slum_pct_imputed,population_density_per_km2,elevation_m,vulnerability_index,population_2019,predicted_cases,lower_80,upper_80,latest_annual_cases,calibration_scale,scenario,enso_value,climate_rain_mm_lag1,climate_temp_lag1,q50,q75,q90,slum_pct,risk_score,risk_level,priority_score,predicted_cases_per_100k
F/S,2026-03-01,37.673541963015644,42.71194879089616,36.39103840682788,36.711664295874826,38.92550972024656,38.379682313892836,1.0079904092581817,3.2985643951563635,0.09090909090909091,0.0,30.034908066502485,20.095388149350672,62.916053262106736,0.0,1.0,6.123233995736766e-17,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,36.58219181255798,18.820019081794324,52.850936022153824,483.0,0.8315184529539577,typical,0.0,1.0079904092581817,30.034908066502485,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,9.793668446776014
D,2026-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0079904092581817,3.2985643951563635,0.09090909090909091,0.0,30.034908066502485,20.095388149350672,62.916053262106736,0.0,1.0,6.123233995736766e-17,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.0,0.0,142.50922828231873,0.0,0.35,typical,0.0,1.0079904092581817,30.034908066502485,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.0
T,2026-03-01,70.56740054074932,73.58632676709155,66.32203553495557,71.41647354190808,70.15858761426549,81.84120316724606,1.0079904092581817,3.2985643951563635,0.09090909090909091,0.0,30.034908066502485,20.095388149350672,62.916053262106736,0.0,1.0,6.123233995736766e-17,33.0,8200.969947931737,97.0,0.0,353343.0,64.23228207814904,39.114827111827665,84.99887566575192,977.0,1.0036294074710792,typical,0.0,1.0079904092581817,30.034908066502485,158.0,205.0,256.8,33.0,2.272727272727273,Low,1.7045454545454546,18.178450423002307
E,2026-04-01,440.7562947987502,353.985480610182,400.00030631624094,345.76854744838573,398.2473605750577,433.9636300516654,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,404.40004237797405,349.92303991891345,524.1695245980859,5365.0,0.9885932517551124,typical,0.0,1.4145591039527272,31.97926826979474,306.0,443.25,675.0000000000002,20.0,70.45454545454545,Medium,66.7811864280324,99.36924673940985
R/N,2026-04-01,102.19235199262843,111.90716424786915,120.50103662750519,129.0949090071412,111.53351762266759,116.29751209398755,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,106.86103976611372,83.8040466933741,133.54673061947338,1622.0,0.97518594977642,typical,0.0,1.4145591039527272,31.97926826979474,84.5,137.25,183.60000000000002,51.0,60.60606060606061,Medium,64.61808036254097,23.939799308676967
G/S,2026-04-01,588.0062163282222,566.6192498963945,582.321073352673,540.9007459593867,578.9821798590966,589.2695814338998,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,549.5591015059537,461.0849163223582,631.899297353834,7839.0,1.001996486387063,typical,0.0,1.4145591039527272,31.97926826979474,445.5,569.25,725.7,21.0,69.6969696969697,Medium,64.61031415351566,140.5917525406006
M/E,2026-04-01,272.807110785302,358.239897370109,413.26906747304434,270.8810898316992,348.10535854281846,371.90547461233797,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,297.6503525212416,230.1497915354669,359.9748110986647,4504.0,1.0015566153463125,typical,0.0,1.4145591039527272,31.97926826979474,351.5,510.0,711.0000000000002,30.0,35.60606060606061,Low,36.41233957879953,35.6118193677389
R/S,2026-04-01,36.96573330722538,35.715684354807124,36.78715488545134,33.662032504405715,36.48952418249461,32.84354807127472,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,58.0,38869.334356166,23.0,84.82276801582847,715275.0,35.4665716803116,19.519368982107608,51.24605412990159,456.0,0.806268400473146,typical,0.0,1.4145591039527272,31.97926826979474,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,4.958452578422509
P/N,2026-04-01,166.53517436000806,185.0189477927837,196.6166095545253,193.3547671840355,182.72357723577235,189.54928441846403,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,152.29618630485484,123.17030730722324,210.11146342462604,2697.0,0.9649163332968834,typical,0.0,1.4145591039527272,31.97926826979474,236.5,303.75,381.70000000000005,54.0,15.151515151515152,Low,28.49301679803935,15.634328867550906
L,2026-04-01,400.94510432268623,394.48291476540453,437.982131039047,425.63645546692675,411.1367167090459,428.61034867114836,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,388.10609324508414,321.2269560437302,459.29396517547764,5538.0,0.9857708936863298,typical,0.0,1.4145591039527272,31.97926826979474,886.5,1038.25,1224.8000000000002,54.0,3.787878787878788,Low,27.337466958001126,41.57042850235099
N,2026-04-01,79.29894584596556,84.46101855199844,97.23035629850081,89.38536422551662,86.99677356548825,87.48920813284009,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,81.31651379396371,65.93860763859918,93.14381787239608,1221.0,0.9632398949549266,typical,0.0,1.4145591039527272,31.97926826979474,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,12.61658096384194
B,2026-04-01,86.7962373772306,94.2730668142205,95.08576566606722,87.77147599944668,92.0516899525061,94.54396643150274,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,84.3727653549551,65.27288744051197,104.14580996937619,1175.0,0.9795788760766866,typical,0.0,1.4145591039527272,31.97926826979474,119.0,150.75,171.0,11.0,20.454545454545457,Low,25.81151198143911,64.05560770354477
C,2026-04-01,25.855744035305474,23.981795614398013,24.930630257895462,25.760860570955725,24.922723302532983,25.6778375396497,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,39.0,89447.24562784938,15.0,100.0,171941.0,25.65077273543748,16.03681560245369,37.61052062577256,344.0,0.57970542451328,typical,0.0,1.4145591039527272,31.97926826979474,191.0,245.0,288.0,,0.0,Low,25.0,14.918357305958137
M/W,2026-04-01,123.97421169851131,125.46020396202086,130.3427499706951,158.15203375923105,126.59238854374242,125.03563474387526,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,118.4953905855701,94.38209829846045,141.35985447638993,1811.0,0.9883692592576139,typical,0.0,1.4145591039527272,31.97926826979474,208.5,298.5,405.30000000000007,53.0,7.575757575757576,Low,24.60304327386106,27.801331368528633
S,2026-04-01,164.05043366527465,181.05782203662062,208.87198843559267,161.6587696755541,184.66008137916265,180.77731823535711,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,158.52610963974794,126.66509337469292,213.91383305417668,2206.0,1.0383821745317885,typical,0.0,1.4145591039527272,31.97926826979474,344.5,434.5,517.8,72.0,0.7575757575757576,Low,24.336950025799396,20.59698146573707
F/N,2026-04-01,77.8397373325051,93.92847635105156,88.62756233916052,70.5858550004437,86.7985920075724,87.32558345904694,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,79.86558044047422,66.12806976135494,99.03472627238291,1048.0,0.9912229790641491,typical,0.0,1.4145591039527272,31.97926826979474,210.5,281.5,415.30000000000007,58.0,0.0,Low,23.504575758788466,14.588972712978313
G/N,2026-04-01,217.4294545150781,170.82039929830427,185.2441734190962,217.7870687494779,191.16467574415955,205.68778715228473,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,186.39664596438476,137.49833301243967,243.08729524289916,2854.0,0.9723801736603143,typical,0.0,1.4145591039527272,31.97926826979474,344.5,431.25,580.8000000000002,32.0,4.545454545454546,Low,23.263985870400973,30.069892134320746
A,2026-04-01,85.48294162244125,96.4548900682335,107.42683851402577,90.06823351023502,96.4548900682335,99.51175132676269,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,84.19773901560322,66.26572962459748,97.44403733510752,1296.0,0.9677901036276229,typical,0.0,1.4145591039527272,31.97926826979474,118.0,151.0,192.50000000000003,34.0,12.878787878787879,Low,22.481026090909804,43.97897049652819
K/W,2026-04-01,167.37796922047508,144.48728671796587,175.0081967213115,143.51321512211445,162.29115088658415,149.1411843425895,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,161.27664095067442,123.9176171916943,220.46603296399732,1941.0,1.0092975501098544,typical,0.0,1.4145591039527272,31.97926826979474,255.0,312.0,386.9,15.0,17.424242424242426,Low,22.14561171800509,20.81706096818832
H/E,2026-04-01,172.01355332940483,173.27578078962873,209.88037713612258,153.92162639952858,185.05657041838538,185.1617560400707,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,164.0885135972732,128.51918388755632,201.15384258418027,2261.0,1.0452336083598999,typical,0.0,1.4145591039527272,31.97926826979474,446.0,562.5,628.9,42.0,0.7575757575757576,Low,20.22954969024653,28.45676100843412
P/S,2026-04-01,29.940042260961437,37.79503433703117,43.7147385103011,31.41996830427892,37.14993836943123,34.03829899630217,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,31.54720476415427,20.113448749535223,44.2790852183377,431.0,0.6938065216802108,typical,0.0,1.4145591039527272,31.97926826979474,68.5,84.0,110.80000000000001,57.0,0.7575757575757576,Low,19.206074286884974,6.577390694962225
R/C,2026-04-01,189.2089476929977,196.42338958345013,217.93059370970454,163.4819756685541,201.18764366205082,202.04974678103568,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,165.4304372848585,131.08812846812333,214.16952932432488,2428.0,0.989096474498806,typical,0.0,1.4145591039527272,31.97926826979474,237.0,319.0,357.9,19.0,16.666666666666664,Low,18.689729051582205,28.438253120044163
H/W,2026-04-01,105.42424242424242,99.97373737373736,123.06666666666666,91.94141414141413,109.48821548821547,103.63131313131312,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,96.8802828734279,65.67728360583696,124.2763341317749,1278.0,0.9688994021038206,typical,0.0,1.4145591039527272,31.97926826979474,163.0,221.25,291.6,39.0,2.272727272727273,Low,17.30943286170091,30.43860075638442
K/E,2026-04-01,260.97598593745573,254.40117943919935,290.8694394828613,210.65680020413373,268.74886828650546,259.8509634921985,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,225.2984089431378,194.06050304480166,283.6725727604335,3092.0,0.9844485120143874,typical,0.0,1.4145591039527272,31.97926826979474,550.5,641.75,805.2,49.0,0.0,Low,16.868531743383436,26.426539910238013
F/S,2026-04-01,36.711664295874826,37.673541963015644,42.71194879089616,32.56642958748222,39.03238501659554,37.623921289710765,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,36.116524067560604,19.606904209109643,52.850936022153824,483.0,0.8315184529539577,typical,0.0,1.4145591039527272,31.97926826979474,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,9.669001353994094
D,2026-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.6566778510178347,0.0,142.50922828231873,0.0,0.35,typical,0.0,1.4145591039527272,31.97926826979474,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.18295276584148984
T,2026-04-01,71.41647354190808,70.56740054074932,73.58632676709155,61.887987640015446,71.85673361658299,75.39453778807777,1.4145591039527272,2.530834896652727,0.09090909090909091,0.0,31.97926826979474,22.648059208211166,64.40438218875174,0.0,0.8660254037844387,-0.4999999999999998,33.0,8200.969947931737,97.0,0.0,353343.0,66.93224546685146,40.114425082625836,93.49042350676766,977.0,1.0036294074710792,typical,0.0,1.4145591039527272,31.97926826979474,158.0,205.0,256.8,33.0,3.0303030303030303,Low,2.2727272727272725,18.942570099549577
R/N,2026-05-01,129.0949090071412,102.19235199262843,111.90716424786915,131.5236120709514,114.39814174921293,118.57052906396375,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,132.13590354620325,110.50074874586001,166.024035383791,1622.0,0.97518594977642,typical,0.0,0.4032308407363636,32.31527809090912,84.5,137.25,183.60000000000002,51.0,71.21212121212122,Medium,72.57262581708643,29.60206095028009
G/S,2026-05-01,540.9007459593867,588.0062163282222,566.6192498963945,556.8732905097389,565.1754040613345,587.1940530460008,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,561.9917902760745,446.96567009860354,647.703319893025,7839.0,1.001996486387063,typical,0.0,0.4032308407363636,32.31527809090912,445.5,569.25,725.7,21.0,71.96969696969697,Medium,66.31485960806111,143.77236313952122
E,2026-05-01,345.76854744838573,440.7562947987502,353.985480610182,352.9994486307664,380.170107619106,416.21505442218546,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,372.89963981768113,340.80380167525584,418.39371114617444,5365.0,0.9885932517551124,typical,0.0,0.4032308407363636,32.31527809090912,306.0,443.25,675.0000000000002,20.0,67.42424242424242,Medium,64.50845915530512,91.62896250007522
M/W,2026-05-01,158.15203375923105,123.97421169851131,125.46020396202086,149.2360801781737,135.86214980658772,131.47493455241667,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,150.6843135081104,118.32805222864303,183.0559890766654,1811.0,0.9883692592576139,typical,0.0,0.4032308407363636,32.31527809090912,208.5,298.5,405.30000000000007,53.0,25.0,Low,37.671225092042874,35.353480934374666
P/N,2026-05-01,193.3547671840355,166.53517436000806,185.0189477927837,213.65067526708324,181.6362964456091,188.5828126049856,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,197.07548937337577,131.07889484847007,244.53609809046793,2697.0,0.9649163332968834,typical,0.0,0.4032308407363636,32.31527809090912,236.5,303.75,381.70000000000005,54.0,27.27272727272727,Low,37.58392588894844,20.231255209695764
M/E,2026-05-01,270.8810898316992,272.807110785302,358.239897370109,262.90186016677353,300.64269932903676,349.59573189977294,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,288.6954569092487,228.23942071017925,357.3895920757343,4504.0,1.0015566153463125,typical,0.0,0.4032308407363636,32.31527809090912,351.5,510.0,711.0000000000002,30.0,33.33333333333333,Low,34.70779412425408,34.54042764154066
R/S,2026-05-01,33.662032504405715,36.96573330722538,35.715684354807124,34.822792245936945,35.44781672214607,33.51321715292735,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,58.0,38869.334356166,23.0,84.82276801582847,715275.0,35.70294770554505,18.248526689993493,51.24605412990159,456.0,0.806268400473146,typical,0.0,0.4032308407363636,32.31527809090912,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,4.991499452035238
A,2026-05-01,90.06823351023502,85.48294162244125,96.4548900682335,89.41319181197878,90.66868840030325,98.01061410159211,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,89.79204499021222,68.1054718861773,108.78804702872844,1296.0,0.9677901036276229,typical,0.0,0.4032308407363636,32.31527809090912,118.0,151.0,192.50000000000003,34.0,21.96969696969697,Low,29.29920790909162,46.90104204241955
L,2026-05-01,425.63645546692675,400.94510432268623,394.48291476540453,442.3224076073705,407.0214915183392,424.28614720122613,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,410.4958217262039,331.44998575637123,516.5778291845661,5538.0,0.9857708936863298,typical,0.0,0.4032308407363636,32.31527809090912,886.5,1038.25,1224.8000000000002,54.0,4.545454545454546,Low,27.905648776182947,43.96861452213009
B,2026-05-01,87.77147599944668,86.7962373772306,94.2730668142205,80.45718633282611,89.61359339696592,91.67243048831097,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,87.18251997082511,60.794756170234294,106.2295002563828,1175.0,0.9795788760766866,typical,0.0,0.4032308407363636,32.31527809090912,119.0,150.75,171.0,11.0,22.727272727272727,Low,27.516057435984564,66.18876688897882
N,2026-05-01,89.38536422551662,79.29894584596556,84.46101855199844,88.29861207687814,84.38177620782687,88.08918588156759,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,81.57698761025719,62.131907506602126,100.9670518215115,1221.0,0.9632398949549266,typical,0.0,0.4032308407363636,32.31527809090912,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,12.65699451379508
C,2026-05-01,25.760860570955725,25.855744035305474,23.981795614398013,29.46131568059578,25.199466740219737,25.15993196340734,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,39.0,89447.24562784938,15.0,100.0,171941.0,27.792044056170685,14.481483305691004,37.52668395455853,344.0,0.57970542451328,typical,0.0,0.4032308407363636,32.31527809090912,191.0,245.0,288.0,,0.7575757575757576,Low,25.568181818181817,16.163709677255966
G/N,2026-05-01,217.7870687494779,217.4294545150781,170.82039929830427,225.89299139587337,202.01230752095344,202.787138362153,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,208.81308560110978,156.1650290746551,259.43640774616415,2854.0,0.9723801736603143,typical,0.0,0.4032308407363636,32.31527809090912,344.5,431.25,580.8000000000002,32.0,6.8181818181818175,Low,24.968531324946426,33.68615850233591
S,2026-05-01,161.6587696755541,164.05043366527465,181.05782203662062,146.33440411178924,168.92234179248314,181.04305867865938,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,178.93716142917268,132.7908475253878,249.57381507348302,2206.0,1.0383821745317885,typical,0.0,0.4032308407363636,32.31527809090912,344.5,434.5,517.8,72.0,0.7575757575757576,Low,24.336950025799396,23.24894874329379
F/N,2026-05-01,70.5858550004437,77.8397373325051,93.92847635105156,68.26089271452658,80.78468956133345,82.89265536723163,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,76.31786867524008,61.14721040501077,91.161081912563,1048.0,0.9912229790641491,typical,0.0,0.4032308407363636,32.31527809090912,210.5,281.5,415.30000000000007,58.0,0.0,Low,23.504575758788466,13.94091544160984
P/S,2026-05-01,31.41996830427892,29.940042260961437,37.79503433703117,35.290544109878496,33.05168163409051,34.77826201796091,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,35.03309868288984,19.816137438987617,44.72715676031405,431.0,0.6938065216802108,typical,0.0,0.4032308407363636,32.31527809090912,68.5,84.0,110.80000000000001,57.0,2.272727272727273,Low,20.34243792324861,7.304177311910583
H/E,2026-05-01,153.92162639952858,172.01355332940483,173.27578078962873,155.3241013553329,166.4036535061874,179.47004517776466,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,164.50513417937645,128.8369592579957,201.34053942132306,2261.0,1.0452336083598999,typical,0.0,0.4032308407363636,32.31527809090912,446.0,562.5,628.9,42.0,0.7575757575757576,Low,20.22954969024653,28.529012697941194
R/C,2026-05-01,163.4819756685541,189.2089476929977,196.42338958345013,151.0949150641924,183.03810431500062,196.0377118723253,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,166.2700159910214,125.53505602924906,201.33822771034502,2428.0,0.989096474498806,typical,0.0,0.4032308407363636,32.31527809090912,237.0,319.0,357.9,19.0,16.666666666666664,Low,18.689729051582205,28.582580561547246
K/W,2026-05-01,143.51321512211445,167.37796922047508,144.48728671796587,168.35204081632656,151.7928236868518,150.49406155904987,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,133.1372667586735,100.57234889979317,185.71074922021313,1941.0,1.0092975501098544,typical,0.0,0.4032308407363636,32.31527809090912,255.0,312.0,386.9,15.0,11.363636363636363,Low,17.600157172550542,17.18492264543701
K/E,2026-05-01,210.65680020413373,260.97598593745573,254.40117943919935,223.718749114003,242.01132186026294,253.36382108058558,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,229.21099472779503,168.79134534103815,277.08316707563915,3092.0,0.9844485120143874,typical,0.0,0.4032308407363636,32.31527809090912,550.5,641.75,805.2,49.0,0.0,Low,16.868531743383436,26.885469491123647
H/W,2026-05-01,91.94141414141413,105.42424242424242,99.97373737373736,101.12121212121212,99.1131313131313,100.95387205387208,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,90.89986548007084,70.86643201170568,109.97823909860676,1278.0,0.9688994021038206,typical,0.0,0.4032308407363636,32.31527809090912,163.0,221.25,291.6,39.0,0.7575757575757576,Low,16.173069225337272,28.559626707240092
F/S,2026-05-01,32.56642958748222,36.711664295874826,37.673541963015644,33.09317211948791,35.65054528212423,36.95213371266003,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,37.26548342137857,18.536924717718257,52.850936022153824,483.0,0.8315184529539577,typical,0.0,0.4032308407363636,32.31527809090912,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,9.976597110633598
D,2026-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.0,0.0,81.30401246568015,0.0,0.35,typical,0.0,0.4032308407363636,32.31527809090912,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.0
T,2026-05-01,61.887987640015446,71.41647354190808,70.56740054074932,62.642719196601014,67.95728724089095,70.47305909617614,0.4032308407363636,2.8257803539472723,0.09090909090909091,0.0,32.31527809090912,24.932990303030326,71.57075742237792,0.0,0.49999999999999994,-0.8660254037844387,33.0,8200.969947931737,97.0,0.0,353343.0,61.600581775363615,27.067124367458227,90.91053015248822,977.0,1.0036294074710792,typical,0.0,0.4032308407363636,32.31527809090912,158.0,205.0,256.8,33.0,2.272727272727273,Low,1.7045454545454546,17.4336499592078
